,position,description,total_price,unit_price,url,region,transit_duration_大钟寺地铁站,transit_distance_大钟寺地铁站,transit_fee_大钟寺地铁站,transit_duration_国贸大厦A座,transit_distance_国贸大厦A座,transit_fee_国贸大厦A座,driving_duration_大钟寺地铁站,driving_distance_大钟寺地铁站,driving_fee_大钟寺地铁站,driving_duration_国贸大厦A座,driving_distance_国贸大厦A座,driving_fee_国贸大厦A座
99,安贞西里,低楼层(共14层)|1987年建|2室1厅|53.74平米|东西,444万,"82,621元/平",https://bj.ke.com/ershoufang/101116181771.html,anzhen1,1523,515,2.0,3123,790,3.0,641,6502,21,950,11355,32
100,安华西里社区,低楼层(共16层)|1986年建|1室1厅|43.01平米|南,369万,"85,795元/平",https://bj.ke.com/ershoufang/101116161955.html,anzhen1,1688,799,2.0,2663,1536,4.0,517,5439,18,1009,12701,32
101,安贞里,中楼层(共6层)|1986年建|1室1厅|42.3平米|南,370万,"87,471元/平",https://bj.ke.com/ershoufang/101116161693.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
102,小黄庄前街3号院,中楼层(共6层)|1986年建|2室1厅|57.45平米|南北,465万,"80,940元/平",https://bj.ke.com/ershoufang/101116120928.html,anzhen1,2195,1130,2.0,2553,1597,4.0,547,7044,24,946,9912,30
103,安华西里社区,高楼层(共21层)|1989年建|1室1厅|38.66平米|南,420万,"108,640元/平",https://bj.ke.com/ershoufang/101116077249.html,anzhen1,1688,799,2.0,2663,1536,4.0,517,5439,18,1009,12701,32
104,安华西里社区,中楼层(共11层)|1991年建|1室1厅|50平米|西,425万,"85,000元/平",https://bj.ke.com/ershoufang/101116074201.html,anzhen1,1688,799,2.0,2663,1536,4.0,517,5439,18,1009,12701,32
105,安贞里,高楼层(共6层)|1985年建|1室1厅|42.98平米|南,400万,"93,067元/平",https://bj.ke.com/ershoufang/101116073541.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
106,安华里社区,顶层(共14层)|1991年建|1室1厅|44.82平米|东,355万,"79,206元/平",https://bj.ke.com/ershoufang/101115968557.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
107,安华里社区,地下室(共6层)|1990年建|2室1厅|55.96平米|东西,315万,"56,291元/平",https://bj.ke.com/ershoufang/101115968491.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
108,小黄庄,顶层(共5层)1室1厅|36平米|南,286万,"79,445元/平",https://bj.ke.com/ershoufang/101115921204.html,anzhen1,2031,938,2.0,3426,1306,2.0,535,6445,22,922,9798,31
109,安华里社区,高楼层(共6层)|1980年建|2室1厅|54.37平米|东西,480万,"88,284元/平",https://bj.ke.com/ershoufang/101115920381.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
110,安华里社区,中楼层(共5层)|1979年建|2室1厅|52.98平米|南,449万,"84,749元/平",https://bj.ke.com/ershoufang/101115879830.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
111,安华里社区,底层(共7层)|1992年建|1室0厅|42.75平米|南,298万,"69,708元/平",https://bj.ke.com/ershoufang/101115863656.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
112,安华里社区,高楼层(共6层)|1987年建|1室1厅|41.43平米|东,390万,"94,135元/平",https://bj.ke.com/ershoufang/101115853204.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
113,安华里社区,中楼层(共14层)|1990年建|2室1厅|57.49平米|东西,435万,"75,666元/平",https://bj.ke.com/ershoufang/101115821370.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
114,安华里社区,高楼层(共6层)|2001年建|2室1厅|58.05平米|东西,465万,"80,104元/平",https://bj.ke.com/ershoufang/101115799210.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
